constructorStandingsId,raceId,constructorId,points,position,positionText,wins,constructorRef,name,nationality,year
183,35,1,151.0,2,2,6,mclaren,McLaren,British,2008
184,35,2,135.0,3,3,1,bmw_sauber,BMW Sauber,German,2008
185,35,3,26.0,8,8,0,williams,Williams,British,2008
186,35,4,80.0,4,4,2,renault,Renault,French,2008
187,35,5,39.0,6,6,1,toro_rosso,Toro Rosso,Italian,2008
188,35,6,172.0,1,1,8,ferrari,Ferrari,Italian,2008
189,35,7,56.0,5,5,0,toyota,Toyota,Japanese,2008
190,35,9,29.0,7,7,0,red_bull,Red Bull,Austrian,2008
191,35,11,14.0,9,9,0,honda,Honda,Japanese,2008
192,35,10,0.0,10,10,0,force_india,Force India,Indian,2008
193,35,8,0.0,11,11,0,super_aguri,Super Aguri,Japanese,2008
25910,52,1,118.0,11,E,8,mclaren,McLaren,British,2007
25911,52,2,101.0,2,2,0,bmw_sauber,BMW Sauber,German,2007
25913,52,3,33.0,4,4,0,williams,Williams,British,2007
25912,52,4,51.0,3,3,0,renault,Renault,French,2007
25918,52,5,8.0,7,7,0,toro_rosso,Toro Rosso,Italian,2007
25909,52,6,204.0,1,1,9,ferrari,Ferrari,Italian,2007
25914,52,7,13.0,6,6,0,toyota,Toyota,Japanese,2007
25917,52,9,24.0,5,5,0,red_bull,Red Bull,Austrian,2007
25915,52,11,6.0,8,8,0,honda,Honda,Japanese,2007
25916,52,8,4.0,9,9,0,super_aguri,Super Aguri,Japanese,2007
25919,52,12,1.0,10,10,0,spyker,Spyker,Dutch,2007
6509,70,1,110.0,3,3,0,mclaren,McLaren,British,2006
6514,70,2,36.0,5,5,0,bmw_sauber,BMW Sauber,German,2006
6511,70,3,11.0,8,8,0,williams,Williams,British,2006
6507,70,4,206.0,1,1,8,renault,Renault,French,2006
6513,70,5,1.0,9,9,0,toro_rosso,Toro Rosso,Italian,2006
6508,70,6,201.0,2,2,9,ferrari,Ferrari,Italian,2006
6515,70,7,35.0,6,6,0,toyota,Toyota,Japanese,2006
6512,70,9,16.0,7,7,0,red_bull,Red Bull,Austrian,2006
6510,70,11,86.0,4,4,1,honda,Honda,Japanese,2006
6517,70,8,0.0,11,11,0,super_aguri,Super Aguri,Japanese,2006
6516,70,13,0.0,10,10,0,mf1,MF1,Russian,2006
6518,70,14,0.0,12,12,0,spyker_mf1,Spyker MF1,Dutch,2006
745,89,1,182.0,2,2,10,mclaren,McLaren,British,2005
744,89,3,66.0,5,5,0,williams,Williams,British,2005
741,89,4,191.0,1,1,8,renault,Renault,French,2005
742,89,6,100.0,3,3,1,ferrari,Ferrari,Italian,2005
746,89,7,88.0,4,4,0,toyota,Toyota,Japanese,2005
743,89,9,34.0,7,7,0,red_bull,Red Bull,Austrian,2005
747,89,15,20.0,8,8,0,sauber,Sauber,Swiss,2005
748,89,17,12.0,9,9,0,jordan,Jordan,Irish,2005
749,89,18,7.0,10,10,0,minardi,Minardi,Italian,2005
750,89,16,38.0,6,6,0,bar,BAR,British,2005
6311,107,1,69.0,5,5,1,mclaren,McLaren,British,2004
6309,107,3,88.0,4,4,1,williams,Williams,British,2004
6308,107,4,105.0,3,3,1,renault,Renault,French,2004
6307,107,6,262.0,1,1,15,ferrari,Ferrari,Italian,2004
6314,107,7,9.0,8,8,0,toyota,Toyota,Japanese,2004
6312,107,15,34.0,6,6,0,sauber,Sauber,Swiss,2004
6315,107,17,5.0,9,9,0,jordan,Jordan,Irish,2004
6316,107,18,1.0,10,10,0,minardi,Minardi,Italian,2004
6310,107,16,119.0,2,2,0,bar,BAR,British,2004
6313,107,19,10.0,7,7,0,jaguar,Jaguar,British,2004
6128,123,1,142.0,3,3,2,mclaren,McLaren,British,2003
6129,123,3,144.0,2,2,4,williams,Williams,British,2003
6131,123,4,88.0,4,4,1,renault,Renault,French,2003
6130,123,6,158.0,1,1,8,ferrari,Ferrari,Italian,2003
6136,123,7,16.0,8,8,0,toyota,Toyota,Japanese,2003
6132,123,15,19.0,6,6,0,sauber,Sauber,Swiss,2003
6135,123,17,13.0,9,9,1,jordan,Jordan,Irish,2003
6134,123,18,0.0,10,10,0,minardi,Minardi,Italian,2003
6133,123,16,26.0,5,5,0,bar,BAR,British,2003
6137,123,19,18.0,7,7,0,jaguar,Jaguar,British,2003
5973,140,1,65.0,3,3,1,mclaren,McLaren,British,2002
5972,140,3,92.0,2,2,1,williams,Williams,British,2002
5977,140,4,23.0,4,4,0,renault,Renault,French,2002
5971,140,6,221.0,1,1,15,ferrari,Ferrari,Italian,2002
5976,140,7,2.0,10,10,0,toyota,Toyota,Japanese,2002
5978,140,15,11.0,5,5,0,sauber,Sauber,Swiss,2002
5980,140,17,9.0,6,6,0,jordan,Jordan,Irish,2002
5975,140,18,2.0,9,9,0,minardi,Minardi,Italian,2002
5979,140,16,7.0,8,8,0,bar,BAR,British,2002
5974,140,19,8.0,7,7,0,jaguar,Jaguar,British,2002
5981,140,21,2.0,11,11,0,arrows,Arrows,British,2002
5790,157,1,102.0,2,2,4,mclaren,McLaren,British,2001
5799,157,3,80.0,3,3,4,williams,Williams,British,2001
5789,157,6,179.0,1,1,9,ferrari,Ferrari,Italian,2001
5791,157,15,21.0,4,4,0,sauber,Sauber,Swiss,2001
5792,157,17,19.0,5,5,0,jordan,Jordan,Irish,2001
5797,157,18,0.0,11,11,0,minardi,Minardi,Italian,2001
5793,157,16,17.0,6,6,0,bar,BAR,British,2001
5794,157,19,9.0,8,8,0,jaguar,Jaguar,British,2001
5796,157,21,1.0,10,10,0,arrows,Arrows,British,2001
5798,157,22,10.0,7,7,0,benetton,Benetton,Italian,2001
5795,157,20,4.0,9,9,0,prost,Prost,French,2001
1630,174,1,162.0,2,2,7,mclaren,McLaren,British,2000
1623,174,3,36.0,3,3,0,williams,Williams,British,2000
1622,174,6,170.0,1,1,10,ferrari,Ferrari,Italian,2000
1631,174,15,6.0,8,8,0,sauber,Sauber,Swiss,2000
1628,174,17,17.0,6,6,0,jordan,Jordan,Irish,2000
1626,174,18,0.0,10,10,0,minardi,Minardi,Italian,2000
1624,174,16,20.0,5,5,0,bar,BAR,British,2000
1632,174,19,4.0,9,9,0,jaguar,Jaguar,British,2000
1629,174,21,7.0,7,7,0,arrows,Arrows,British,2000
1625,174,22,20.0,4,4,0,benetton,Benetton,Italian,2000
1627,174,20,0.0,11,11,0,prost,Prost,French,2000
5609,190,1,124.0,2,2,7,mclaren,McLaren,British,1999
5605,190,3,35.0,5,5,0,williams,Williams,British,1999
5603,190,6,128.0,1,1,6,ferrari,Ferrari,Italian,1999
5612,190,15,5.0,8,8,0,sauber,Sauber,Swiss,1999
5604,190,17,61.0,3,3,2,jordan,Jordan,Irish,1999
5611,190,18,1.0,10,10,0,minardi,Minardi,Italian,1999
5613,190,16,0.0,11,11,0,bar,BAR,British,1999
5608,190,21,1.0,9,9,0,arrows,Arrows,British,1999
5606,190,22,16.0,6,6,0,benetton,Benetton,Italian,1999
5610,190,20,9.0,7,7,0,prost,Prost,French,1999
5607,190,24,36.0,4,4,1,stewart,Stewart,British,1999
2212,206,1,156.0,1,1,9,mclaren,McLaren,British,1998
2213,206,3,38.0,3,3,0,williams,Williams,British,1998
2214,206,6,133.0,2,2,6,ferrari,Ferrari,Italian,1998
2215,206,15,10.0,6,6,0,sauber,Sauber,Swiss,1998
2217,206,17,34.0,4,4,1,jordan,Jordan,Irish,1998
2221,206,18,0.0,10,10,0,minardi,Minardi,Italian,1998
2222,206,21,6.0,7,7,0,arrows,Arrows,British,1998
2216,206,22,33.0,5,5,0,benetton,Benetton,Italian,1998
2218,206,20,1.0,9,9,0,prost,Prost,French,1998
2219,206,24,5.0,8,8,0,stewart,Stewart,British,1998
2220,206,25,0.0,11,11,0,tyrrell,Tyrrell,British,1998
25487,223,1,63.0,4,4,3,mclaren,McLaren,British,1997
25492,223,3,123.0,1,1,8,williams,Williams,British,1997
25488,223,6,102.0,2,2,5,ferrari,Ferrari,Italian,1997
25491,223,15,16.0,7,7,0,sauber,Sauber,Swiss,1997
25497,223,17,33.0,5,5,0,jordan,Jordan,Irish,1997
25493,223,18,0.0,11,11,0,minardi,Minardi,Italian,1997
25494,223,21,9.0,8,8,0,arrows,Arrows,British,1997
25489,223,22,67.0,3,3,1,benetton,Benetton,Italian,1997
25490,223,20,21.0,6,6,0,prost,Prost,French,1997
25495,223,24,6.0,9,9,0,stewart,Stewart,British,1997
25496,223,25,2.0,10,10,0,tyrrell,Tyrrell,British,1997
25498,223,26,0.0,12,12,0,lola,Lola,British,1997
2583,239,1,49.0,4,4,0,mclaren,McLaren,British,1996
2580,239,3,175.0,1,1,12,williams,Williams,British,1996
2581,239,6,70.0,2,2,3,ferrari,Ferrari,Italian,1996
2586,239,15,11.0,7,7,0,sauber,Sauber,Swiss,1996
2590,239,17,22.0,5,5,0,jordan,Jordan,Irish,1996
2588,239,18,0.0,10,10,0,minardi,Minardi,Italian,1996
2582,239,22,68.0,3,3,0,benetton,Benetton,Italian,1996
2584,239,25,5.0,8,8,0,tyrrell,Tyrrell,British,1996
2585,239,27,15.0,6,6,1,ligier,Ligier,French,1996
2587,239,29,1.0,9,9,0,footwork,Footwork,British,1996
2589,239,28,0.0,11,11,0,forti,Forti,Italian,1996
5240,256,1,30.0,4,4,0,mclaren,McLaren,British,1995
5238,256,3,118.0,2,2,5,williams,Williams,British,1995
5239,256,6,73.0,3,3,1,ferrari,Ferrari,Italian,1995
5245,256,15,18.0,7,7,0,sauber,Sauber,Swiss,1995
5247,256,17,21.0,6,6,0,jordan,Jordan,Irish,1995
5248,256,18,1.0,10,10,0,minardi,Minardi,Italian,1995
5237,256,22,147.0,1,1,11,benetton,Benetton,Italian,1995
5241,256,25,5.0,9,9,0,tyrrell,Tyrrell,British,1995
5242,256,27,24.0,5,5,0,ligier,Ligier,French,1995
5249,256,29,5.0,8,8,0,footwork,Footwork,British,1995
5244,256,28,0.0,11,11,0,forti,Forti,Italian,1995
5243,256,30,0.0,12,12,0,pacific,Pacific,British,1995
5246,256,31,0.0,13,13,0,simtek,Simtek,British,1995
25510,272,1,42.0,4,4,0,mclaren,McLaren,British,1994
25500,272,3,118.0,1,1,7,williams,Williams,British,1994
25501,272,6,71.0,3,3,1,ferrari,Ferrari,Italian,1994
25504,272,15,12.0,8,8,0,sauber,Sauber,Swiss,1994
25502,272,17,28.0,5,5,0,jordan,Jordan,Irish,1994
25506,272,18,5.0,10,10,0,minardi,Minardi,Italian,1994
25499,272,22,103.0,2,2,8,benetton,Benetton,Italian,1994
25503,272,25,13.0,7,7,0,tyrrell,Tyrrell,British,1994
25508,272,27,13.0,6,6,0,ligier,Ligier,French,1994
25511,272,29,9.0,9,9,0,footwork,Footwork,British,1994
25512,272,30,0.0,14,14,0,pacific,Pacific,British,1994
25509,272,31,0.0,13,13,0,simtek,Simtek,British,1994
25507,272,33,2.0,11,11,0,larrousse,Larrousse,French,1994
25505,272,32,0.0,12,12,0,team_lotus,Team Lotus,British,1994
4820,288,1,84.0,2,2,5,mclaren,McLaren,British,1993
4819,288,3,168.0,1,1,10,williams,Williams,British,1993
4824,288,6,28.0,4,4,0,ferrari,Ferrari,Italian,1993
4823,288,15,12.0,7,7,0,sauber,Sauber,Swiss,1993
4830,288,17,3.0,11,11,0,jordan,Jordan,Irish,1993
4822,288,18,7.0,8,8,0,minardi,Minardi,Italian,1993
4826,288,22,72.0,3,3,1,benetton,Benetton,Italian,1993
4831,288,25,0.0,13,13,0,tyrrell,Tyrrell,British,1993
4829,288,26,0.0,12,12,0,lola,Lola,British,1993
4821,288,27,23.0,5,5,0,ligier,Ligier,French,1993
4825,288,29,4.0,9,9,0,footwork,Footwork,British,1993
4828,288,33,3.0,10,10,0,larrousse,Larrousse,French,1993
4827,288,32,12.0,6,6,0,team_lotus,Team Lotus,British,1993
3484,304,1,99.0,2,2,5,mclaren,McLaren,British,1992
3483,304,3,164.0,1,1,10,williams,Williams,British,1992
3494,304,6,21.0,4,4,0,ferrari,Ferrari,Italian,1992
3489,304,17,1.0,11,11,0,jordan,Jordan,Irish,1992
3495,304,18,1.0,12,12,0,minardi,Minardi,Italian,1992
3485,304,22,91.0,3,3,1,benetton,Benetton,Italian,1992
3492,304,25,8.0,6,6,0,tyrrell,Tyrrell,British,1992
3487,304,27,6.0,8,8,0,ligier,Ligier,French,1992
3488,304,29,6.0,7,7,0,footwork,Footwork,British,1992
3490,304,33,1.0,13,13,0,larrousse,Larrousse,French,1992
3486,304,32,13.0,5,5,0,team_lotus,Team Lotus,British,1992
3491,304,34,0.0,15,15,0,brabham,Brabham,British,1992
